Line Number,Action,Status,ErrorCode,ErrorMessage,WarningCode,WarningMessage,Code,Message,ItemID,ReferenceID,ApplicationData,StartTime,EndTime,AuctionLengthFee,BoldFee,BorderFee,BuyItNowFee,CategoryFeaturedFee,CurrencyID,FeaturedFee,FeaturedGalleryFee,FixedPriceDurationFee,GalleryFee,GiftIconFee,HighlightFee,InsertionFee,InternationalInsertionFee,ListingDesignerFee,ListingFee,PhotoDisplayFee,PhotoFee,ProPackBundleFee,ReserveFee,SchedulingFee,SubtitleFee,CustomLabel,PrivateNotes,BasicUpgradePackBundleFee,ValuePackBundleFee,ProPackPlusBundleFee,SellerInventoryID,CrossBorderTradeNorthAmericaFee,CrossBorderTradeGBFee,RefundFromSeller,TotalRefundToBuyer,CorrelationID
2,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447495,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447491,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447490,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447493,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447483,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447487,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447485,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447481,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447486,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447477,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447478,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447476,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447480,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447479,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447471,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447470,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447473,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447475,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447472,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447462,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447464,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447468,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447461,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447467,,,2026-06-25T00:58:09.000Z,2026-08-25T00:58:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273863,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273864,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307023447455,,,2026-06-25T00:58:08.000Z,2026-08-25T00:58:08.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273867,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273868,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273847,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273855,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273853,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273845,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273838,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273830,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273823,,,2026-06-17T19:42:14.000Z,2026-08-17T19:42:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273835,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273837,,,2026-06-17T19:42:15.000Z,2026-08-17T19:42:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273822,,,2026-06-17T19:42:14.000Z,2026-08-17T19:42:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273805,,,2026-06-17T19:42:14.000Z,2026-08-17T19:42:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273780,,,2026-06-17T19:42:13.000Z,2026-08-17T19:42:13.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273786,,,2026-06-17T19:42:13.000Z,2026-08-17T19:42:13.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273811,,,2026-06-17T19:42:14.000Z,2026-08-17T19:42:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273816,,,2026-06-17T19:42:14.000Z,2026-08-17T19:42:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273654,,,2026-06-17T19:42:12.000Z,2026-08-17T19:42:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273518,,,2026-06-17T19:42:11.000Z,2026-08-17T19:42:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273637,,,2026-06-17T19:42:12.000Z,2026-08-17T19:42:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273709,,,2026-06-17T19:42:12.000Z,2026-08-17T19:42:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273766,,,2026-06-17T19:42:13.000Z,2026-08-17T19:42:13.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273429,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273426,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273432,,,2026-06-17T19:42:11.000Z,2026-08-17T19:42:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273500,,,2026-06-17T19:42:11.000Z,2026-08-17T19:42:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273475,,,2026-06-17T19:42:11.000Z,2026-08-17T19:42:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273380,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273350,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273401,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273337,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273347,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273283,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273296,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273276,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273324,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273335,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273235,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273245,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273256,,,2026-06-17T19:42:10.000Z,2026-08-17T19:42:10.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273249,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273234,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273226,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273230,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273231,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273221,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273225,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273207,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273217,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273140,,,2026-06-17T19:42:07.000Z,2026-08-17T19:42:07.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273205,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273208,,,2026-06-17T19:42:09.000Z,2026-08-17T19:42:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273116,,,2026-06-17T19:42:06.000Z,2026-08-17T19:42:06.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273070,,,2026-06-17T19:42:05.000Z,2026-08-17T19:42:05.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273072,,,2026-06-17T19:42:05.000Z,2026-08-17T19:42:05.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273112,,,2026-06-17T19:42:06.000Z,2026-08-17T19:42:06.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273078,,,2026-06-17T19:42:05.000Z,2026-08-17T19:42:05.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273041,,,2026-06-17T19:42:04.000Z,2026-08-17T19:42:04.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273057,,,2026-06-17T19:42:05.000Z,2026-08-17T19:42:05.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Revise,Warning,,,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,307008273053,,,2026-06-17T19:42:05.000Z,2026-08-17T19:42:05.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
