Line Number,Action,Status,ErrorCode,ErrorMessage,WarningCode,WarningMessage,Code,Message,ItemID,ReferenceID,ApplicationData,StartTime,EndTime,AuctionLengthFee,BoldFee,BorderFee,BuyItNowFee,CategoryFeaturedFee,CurrencyID,FeaturedFee,FeaturedGalleryFee,FixedPriceDurationFee,GalleryFee,GiftIconFee,HighlightFee,InsertionFee,InternationalInsertionFee,ListingDesignerFee,ListingFee,PhotoDisplayFee,PhotoFee,ProPackBundleFee,ReserveFee,SchedulingFee,SubtitleFee,CustomLabel,PrivateNotes,BasicUpgradePackBundleFee,ValuePackBundleFee,ProPackPlusBundleFee,SellerInventoryID,CrossBorderTradeNorthAmericaFee,CrossBorderTradeGBFee,RefundFromSeller,TotalRefundToBuyer,CorrelationID
2,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Add,Failure,21919136,Error - Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.|Add at least 1 photo. More photos are better! Show off your item from every angle and zoom in on details.||,21919456,"Warning - Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf.|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
